Epoch,Training Loss
21,0.08894994854927063
22,0.0888127014040947
23,0.08935660123825073
24,0.08906962722539902
25,0.08903203159570694
26,0.08901950716972351
27,0.08916594088077545
28,0.08879640698432922
29,0.08851148933172226
30,0.08846456557512283
31,0.08822241425514221
32,0.08889666944742203
33,0.08826611936092377
34,0.0877220630645752
35,0.0888226330280304
36,0.08674632757902145
37,0.08806487917900085
38,0.0874009057879448
39,0.0882183313369751
40,0.0871940404176712
